zip_code,facility_id,program_type,facility_status,facility_name,city,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,total_capacity,latitude,longitude
10598,42508,SACC,Registration,"Lakeland Children's Center, Inc.",Yorktown Heights,Lakeland,0,0,0,93,0,93,41.331636,-73.789433
10598,347820,GFDC,License,"Grow With Grace Day Care, Inc.",Yorktown Heights,Yorktown,0,0,0,4,12,16,41.2879,-73.793664
10598,12728,GFDC,License,Wiggles 'N' Giggles Daycare,Yorktown Heights,Yorktown,0,0,0,2,12,14,41.301356,-73.785806
10598,40570,DCC,License,The Seed Day Care Center,Yorktown Heights,Yorktown,0,20,67,0,0,87,41.279128,-73.78923
10598,889821,DCC,License,Pied Piper LLC,Yorktown Heights,Yorktown,0,24,101,0,0,125,41.278849,-73.786333
10598,904683,DCC,License,"Young Men's Christian Association of Central and Northern Westchester, N.Y., Inc.",Yorktown Heights,Yorktown,0,0,224,0,0,224,41.277701,-73.788814
10601,866268,DCC,License,YMCA of Central Northern Westchester,white plains,White Plains,5,12,149,8,0,174,41.032908,-73.771527
10601,796215,DCC,License,Family Services of Westchester-Eastview Center,White Plains,White Plains,0,0,63,0,0,63,41.03619,-73.759097
10601,44330,SACC,Registration,City of White Plains Youth Bureau,White Plains,White Plains,0,0,0,47,0,47,41.035244,-73.759475
10603,809279,GFDC,License,Tia's Daycare Corp,WHITE PLAINS,Greenburgh,0,0,0,4,12,16,41.04784,-73.79491
10603,369744,GFDC,License,Teaching Little Ones Christ,White Plains,Valhalla,0,0,0,4,12,16,41.058055,-73.780938
10603,714866,DCC,License,"Family Services of Westchester, Inc",White Plains,White Plains,0,0,58,0,0,58,41.041372,-73.767163
10603,170155,GFDC,License,CB Home Childcare,White Plains,Greenburgh,0,0,0,4,12,16,41.046781,-73.787589
10603,352734,GFDC,License,Rainbow Family Day Care,White Plains,White Plains,0,0,0,4,12,16,41.046122,-73.760776
10603,43925,SACC,Registration,City of White Plains Youth Bureau,White Plains,White Plains,0,0,0,200,0,200,41.041202,-73.771631
10603,906158,GFDC,License,The Playhouse Daycare NY,North White Plains,Valhalla,0,0,0,4,12,16,41.061343,-73.767799
10604,877294,GFDC,License,Mrs. Ganassi's Program,West Harrison,Harrison,0,0,0,4,12,16,41.033282,-73.746573
10604,42498,DCC,License,"Bright Horizons Children's Centers, LLC",White Plains,Harrison,24,42,56,0,0,122,41.021895,-73.718445
10604,809794,DCC,License,Center for Montessori Education/NY INC.,West Harrison,White Plains,16,36,39,0,0,91,41.033144,-73.755093
10604,43229,SACC,Registration,"Harrison Children's Center, Inc.",W. Harrison,Harrison,0,0,0,89,0,89,41.038218,-73.746705
10604,746524,GFDC,License,Little Angels Day Care Provider Inc.,West Harrison,Harrison,0,0,0,4,12,16,41.039683,-73.747904
10604,40561,DCC,License,Harrison Day Ctr Inc At Underhill Rec Ctr,West Harrison,Harrison,0,0,63,0,0,63,41.041356,-73.749654
10604,43824,DCC,License,Bright Horizons,White Plains,Harrison,7,7,9,15,0,38,41.022792,-73.724541
10604,357719,DCC,License,Children's Corner Learning Center,White Plains,White Plains,32,48,47,0,0,127,41.010718,-73.726224
10604,43921,SACC,Registration,City of White Plains Youth Bureau,White Plains,White Plains,0,0,0,149,0,149,41.04748,-73.764365
10604,621236,GFDC,License,"Please and Thank You Children's Place, LLC",West Harrison,Harrison,0,0,0,4,12,16,41.041359,-73.752001
10605,40598,DCC,License,YWCA Child Care Center,White Plains,White Plains,22,36,137,136,0,331,41.019643,-73.740264
10605,870808,GFDC,License,Little Sunshine Daycare Service Inc,White Plains,White Plains,0,0,0,0,12,12,41.013908,-73.766876
10605,707924,GFDC,License,Clover Hill Daycare,White Plains,White Plains,0,0,0,4,12,16,41.007107,-73.7317
10605,880812,GFDC,License,Fernwood 5 LLC,White Plains,White Plains,0,0,0,4,12,16,40.995451,-73.741309
10605,874509,DCC,License,Pimlico Achievers,White Plains,White Plains,16,30,103,0,0,149,41.02304,-73.758241
10605,41794,DCC,License,United Pre-School Center,White Plains,White Plains,0,0,73,0,0,73,41.021342,-73.74016
10605,43923,SACC,Registration,City of White Plains Youth Bureau,White Plains,White Plains,0,0,0,140,0,140,41.005037,-73.753571
10605,283562,DCC,License,"The Montessori Garden, Inc.",White Plains,White Plains,0,20,24,0,0,44,41.000841,-73.731214
10605,302935,GFDC,License,"Susan & Rachel's Home Child Care, Inc.",White Plains,White Plains,0,0,0,4,12,16,41.020333,-73.766268
10605,163220,GFDC,License,ABC Family Day Care INC.,White Plains,White Plains,0,0,0,2,12,14,,
10605,43922,SACC,Registration,City of White Plains Youth Bureau,White Plains,White Plains,0,0,0,100,0,100,41.020686,-73.759293
10605,40586,DCC,License,Memorial Methodist Early Childhood Ctr,White Plains,White Plains,0,12,101,0,0,113,41.021946,-73.746959
10605,873865,DCC,License,The Learning Experience,White Plains,White Plains,13,55,65,0,0,133,41.019996,-73.757606
10605,44329,SACC,Registration,City of White Plains Youth Bureau,White Plains,White Plains,0,0,0,177,0,177,41.012882,-73.762739
10605,40568,DCC,License,Ridgeway Nursery School and Kindergarten,White Plains,White Plains,0,24,169,0,0,193,41.013589,-73.738055
10605,698356,DCC,License,Children's Corner Learning Center,White Plains,White Plains,24,24,56,0,0,104,41.027142,-73.758474
10605,261277,DCC,License,Elizabeth Seton Children's School,White Plains,White Plains,0,12,160,16,0,188,41.02515,-73.745093
10605,348866,GFDC,License,"98 Davis, LLC",White Plains,White Plains,0,0,0,2,12,14,41.020333,-73.766268
10605,874951,DCC,License,"JCC of Mid-Westchester, Inc",White Plains,White Plains,0,10,92,0,0,102,41.00663,-73.763094
10605,178839,DCC,License,Family Services of Westchester,White Plains,White Plains,6,14,36,0,0,56,41.021342,-73.74016
10605,651957,DCC,License,The Church in the Highlands,White Plains,White Plains,0,11,72,0,0,83,41.018946,-73.765292
10605,893092,DCC,License,Athena Montessori Children's Program LLC,White Plains,White Plains,0,14,23,0,0,37,41.025512,-73.765781
10605,903845,GFDC,License,"Alexa's Daycare, Inc.",White plains,White Plains,0,0,0,0,12,12,41.012787,-73.760561
10606,649188,GFDC,License,Susan & Rachel's Home Child Care,White Plains,White Plains,0,0,0,4,12,16,,
10606,154810,SACC,Registration,The Salvation Army,White Plains,White Plains,0,0,0,20,0,20,41.021809,-73.775925
10606,870157,GFDC,License,"Mini City Daycare, LLC",White Plains,White Plains,0,0,0,4,12,16,41.027899,-73.784641
10606,12159,FDC,Registration,"Hunt, Angela",White Plains,White Plains,0,0,0,2,6,8,41.018948,-73.770671
10606,43924,SACC,Registration,City of White Plains Youth Bureau,White Plains,White Plains,0,0,0,111,0,111,41.020347,-73.774347
10606,33470,GFDC,License,"Susan & Rachel's Home Child Care, Inc.",White Plains,White Plains,0,0,0,4,12,16,41.01739,-73.768573
10606,856474,GFDC,License,Magaly's Day Care,White Plains,White Plains,0,0,0,4,12,16,41.031216,-73.780421
10606,40603,DCC,License,Kol Ami,White Plains,White Plains,0,42,114,0,0,156,41.003828,-73.766894
10606,871102,GFDC,License,Estrella's Child Care LLC,White Plains,Greenburgh,0,0,0,4,12,16,41.036241,-73.78406
10606,461219,DCC,License,Family Services of Westchester Inc.,White Plains,White Plains,0,0,217,0,0,217,41.024984,-73.778992
10606,824645,GFDC,License,My Sister's Daycare Inc.,White Plains,White Plains,0,0,0,4,12,16,41.023958,-73.777249
10606,37273,GFDC,License,"Darocha, Lia",White Plains,White Plains,0,0,0,4,12,16,,
10606,744599,DCC,License,Multilingual Daycare of Westchester,White Plains,White Plains,0,0,44,0,0,44,41.019525,-73.77294
10606,452569,DCC,License,The Little Disciple Learning Center Inc.,White Plains,White Plains,0,0,131,60,0,191,41.020053,-73.769456
10606,276124,GFDC,License,"Patricia's Day Care, Inc.",White Plains,White Plains,0,0,0,4,12,16,41.031398,-73.780962
10606,7656,GFDC,License,"Susan & Rachel's Home Child Care, Inc",White  Plains,White Plains,0,0,0,4,12,16,41.017103,-73.767935
10606,800204,GFDC,License,Sunnyside Daycare Adventures,White Plains,White Plains,0,0,0,4,12,16,41.033403,-73.780631
10606,895959,GFDC,License,PILAR'S HAPPY PLACE INC.,White Plains,White Plains,0,0,0,4,12,16,41.031271,-73.780929
10607,40545,DCC,License,Lois Bronz Children's Center,White Plains,Greenburgh,16,21,169,27,0,233,41.04434,-73.797631
10607,170474,GFDC,License,Loving Arms Day Care Center,White Plains,Elmsford,0,0,0,4,12,16,41.043265,-73.831432
10607,790777,GFDC,License,Hummingbirds ChildCare,White Plains,Greenburgh,0,0,0,4,12,16,41.043753,-73.793632
10607,418953,GFDC,License,The Worthington Nursery School,White Plains,Greenburgh,0,0,0,4,12,16,41.033791,-73.830383
10607,20120,GFDC,License,Westchester Sunny Daycare INC.,White Plains,Greenburgh,0,0,0,4,12,16,41.034309,-73.786838
10607,836111,FDC,Registration,King's Kids,White Plains,Greenburgh,0,0,0,2,6,8,41.035979,-73.791551
10607,900989,SACC,Registration,Healthy Kids Extended Day Program Inc.,White Plains,Greenburgh,0,0,0,40,0,40,41.036211,-73.788596
10701,893252,SACC,Registration,"Westhab, Inc.",Yonkers,Yonkers,0,0,0,105,0,105,40.932711,-73.887081
10701,43801,DCC,License,"New Little Branches, Inc",Yonkers,Yonkers,8,24,30,17,0,79,40.942349,-73.898336
10701,261280,GFDC,License,"Kid & Play Day Care, LLC",Yonkers,Yonkers,0,0,0,4,12,16,40.933681,-73.882694
10701,847164,DCC,License,"Little Leaf Nursery, LLC",Yonkers,Hastings On Hudson,0,0,17,0,0,17,40.97794,-73.881334
10701,866504,GFDC,License,ABC Adventures Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.933115,-73.888554
10701,784622,GFDC,License,"Rosa, Nancy",Yonkers,Yonkers,0,0,0,0,12,12,40.938622,-73.887235
10701,874367,DCC,License,Westchester Community Opportunity Program Inc,Yonkers,Yonkers,0,12,112,0,0,124,40.940926,-73.89762
10701,865775,GFDC,License,Children's Island Day Care,Yonkers,Yonkers,0,0,0,4,12,16,40.928424,-73.889497
10701,350279,GFDC,License,Christ the King Day Care,Yonkers,Yonkers,0,0,0,2,10,12,40.932152,-73.901588
10701,823965,GFDC,License,Vicky Little Angels Daycare Inc,Yonkers,Yonkers,0,0,0,4,12,16,40.942195,-73.879713
10701,707139,SACC,Registration,The Neighbor Hood Kids Achievement Program,Yonkers,Yonkers,0,0,0,75,0,75,40.960323,-73.887396
10701,41084,DCC,License,YWCA Child Development Center,Yonkers,Yonkers,8,11,24,75,0,118,40.930707,-73.898753
10701,603394,GFDC,License,The Childrens Club Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.94797,-73.86618
10701,853898,GFDC,License,Ximena's Playground Daycare Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.933473,-73.884269
10701,555435,GFDC,License,"Kid & Play Day Care, LLC",Yonkers,Yonkers,0,0,0,4,12,16,40.933681,-73.882694
10701,821864,GFDC,License,The Clubhouse Day Care,Yonkers,Yonkers,0,0,0,4,12,16,40.927381,-73.898661
10701,789826,FDC,Registration,"Fernandez, Yosaya",Yonkers,Yonkers,0,0,0,2,6,8,40.93955,-73.887961
10701,429330,GFDC,License,Nana's Place Family Childcare,Yonkers,Yonkers,0,0,0,4,12,16,40.950404,-73.894738
10701,861842,GFDC,License,"Vera's Sunny Family Group Daycare, Inc.",Yonkers,Yonkers,0,0,0,4,12,16,40.950273,-73.875475
10701,869989,GFDC,License,"Gomez De Divison, Gabriela",Yonkers,Yonkers,0,0,0,4,12,16,40.929041,-73.884854
10701,560792,GFDC,License,Lala's Daycare Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.948454,-73.875818
10701,779661,GFDC,License,Tata Day Care Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.951243,-73.870437
10701,277150,FDC,Registration,Tiny Tots Group Daycare Inc.,Yonkers,Yonkers,0,0,0,2,6,8,40.954644,-73.869483
10701,603396,GFDC,License,The Childrens Club Inc,Yonkers,Yonkers,0,0,0,4,12,16,40.94797,-73.86618
10701,257800,GFDC,License,Papa Dios Day Care LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.935133,-73.890776
10701,43955,SACC,Registration,"YMCA of Yonkers, Inc.",Yonkers,Yonkers,0,0,0,115,0,115,40.933318,-73.90018
10701,589615,GFDC,License,Castillo Del Niño Group Family Daycare Inc,Yonkers,Yonkers,0,0,0,4,12,16,40.930717,-73.893669
10701,769264,SACC,Registration,The Childrens Club Inc.,Yonkers,Yonkers,0,0,0,40,0,40,40.947584,-73.869584
10701,266308,FDC,Registration,"Ricardo, Caterina",Yonkers,Yonkers,0,0,0,2,6,8,40.953533,-73.893366
10701,664114,SACC,Registration,Can We Talk INC,Yonkers,Yonkers,0,0,0,60,0,60,40.91733,-73.84968
10701,41332,DCC,License,"Bright Horizons Children's Center, Inc.",Yonkers,Yonkers,16,36,39,0,0,91,40.967672,-73.881446
10701,37605,GFDC,License,Tiny Tots Group Day Care Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.95244,-73.861956
10701,700673,GFDC,License,Playhouse Day Care Corp.,Yonkers,Yonkers,0,0,0,4,12,16,40.946691,-73.875861
10701,878487,GFDC,License,Mamacoco's Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.936446,-73.897006
10701,873049,GFDC,License,Nina's Daycare Inc,yonkers,Yonkers,0,0,0,4,12,16,40.952352,-73.869112
10701,40544,DCC,License,"Queens Daughters Day Care Center, Inc.",Yonkers,Yonkers,16,12,73,0,0,101,40.93292,-73.903159
10701,856960,GFDC,License,"Adames, Ruth",Yonkers,Yonkers,0,0,0,4,12,16,40.935645,-73.86593
10701,770048,GFDC,License,Divine Kids Group Family Day Care Provider,Yonkers,Yonkers,0,0,0,4,12,16,40.954649,-73.869302
10701,822656,DCC,License,R.A.B.Y Stem Childcare Inc.,Yonkers,Yonkers,8,24,29,9,0,70,40.938384,-73.885997
10701,437497,GFDC,License,"Grandmas Daycare, LLC",Yonkers,Yonkers,0,0,0,2,12,14,40.927944,-73.902174
10701,837345,DCC,License,Small World Daycare LLC,Yonkers,Yonkers,8,12,92,0,0,112,40.955348,-73.889117
10701,409238,DCC,License,Fred S. Keller School,Yonkers,Yonkers,0,0,155,0,0,155,40.969356,-73.881412
10701,808453,GFDC,License,"Happy Garden Child Care, Inc.",Yonkers,Yonkers,0,0,0,4,12,16,40.955218,-73.870734
10701,4645,GFDC,License,"The Children's Playhouse of Yonkers, Inc.",Yonkers,Yonkers,0,0,0,4,12,16,40.946027,-73.861924
10701,820038,GFDC,License,Joy Group Family Day Care Corp,Yonkers,Yonkers,0,0,0,4,12,16,40.927368,-73.899521
10701,879465,GFDC,License,ALICE'S DAYCARE INC.,Yonkers,Yonkers,0,0,0,0,10,10,40.93197,-73.888472
10701,561436,GFDC,License,Belkis Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.930994,-73.886094
10701,714430,FDC,Registration,"Harris, Lisa",Yonkers,Yonkers,0,0,0,2,6,8,40.933685,-73.886799
10701,843471,GFDC,License,Learning Adventures Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.93272,-73.888469
10701,729142,GFDC,License,Linda's Kids,Yonkers,Yonkers,0,0,0,4,12,16,40.949936,-73.875148
10701,895675,GFDC,License,Little Moon Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.944658,-73.863712
10701,909473,GFDC,License,Pequenas Estrellas Group Family Daycare Corp.,Yonkers,Yonkers,0,0,0,4,12,16,40.931284,-73.892798
10701,899599,GFDC,License,Kids R' Kids Playhouse INC.,Yonkers,Yonkers,0,0,0,4,12,16,40.939839,-73.897269
10701,893845,GFDC,License,Cabreras Sweet Home INC,Yonkers,Yonkers,0,0,0,4,12,16,40.934173,-73.884896
10701,910188,FDC,Registration,Children's Dream Place Daycare,Yonkers,Yonkers,0,0,0,2,6,8,40.943239,-73.861829
10701,889248,GFDC,License,Kidz Heavenly Garden,Yonkers,Yonkers,0,0,0,4,12,16,40.938076,-73.894972
10701,916445,SACC,Registration,"Kingdom Neighborhood Daycare,  Inc.",Yonkers,Yonkers,0,0,0,115,0,115,40.935014,-73.89463
10701,908418,GFDC,License,TITI MARY DAYCARE INC.,Yonkers,Yonkers,0,0,0,4,12,16,40.932372,-73.885553
10701,909675,GFDC,License,Kayes Angelz LLC,Yonkers,Yonkers,0,0,0,0,10,10,40.93499,-73.896162
10701,906532,FDC,Registration,Kings & Queens Acd .LLC,Yonkers,Yonkers,0,0,0,2,6,8,40.932599,-73.883896
10701,901382,GFDC,License,The Spring of Learning Group Daycare Corp,Yonkers,Yonkers,0,0,0,4,12,16,40.934239,-73.88491
10701,913391,GFDC,License,Little Heats Day Care Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.946312,-73.893987
10701,907207,SACC,Registration,Family Service Society of Yonkers,Yonkers,Yonkers,0,0,0,247,0,247,40.93029,-73.898799
10701,883759,GFDC,License,Little Creators Day Care,Yonkers,Yonkers,0,0,0,4,12,16,40.927381,-73.898661
10701,909910,GFDC,License,Linden Daycare Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.932286,-73.891003
10701,906755,SACC,Registration,Family Service Society of Yonkers,Yonkers,Yonkers,0,0,0,165,0,165,40.956505,-73.895333
10701,888075,GFDC,License,"Benjamin De Pena, Genesis",Yonkers,Yonkers,0,0,0,0,10,10,40.932464,-73.888872
10701,883168,GFDC,License,Precious Moments Childcare NY Inc,Yonkers,Yonkers,0,0,0,4,12,16,40.948187,-73.87539
10701,887995,DCC,License,Westchester Community Opportunity Program Inc.,Yonkers,Yonkers,27,36,0,0,0,63,40.941265,-73.897469
10701,906541,GFDC,License,Sunnyside Daycare Program LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.93557,-73.885766
10701,919969,GFDC,License,Cabrera's Daycare Inc.,Yonkers,,0,0,0,4,12,16,,
10701,885111,GFDC,License,Pocket of Play All Day INC,Yonkers,Yonkers,0,0,0,4,12,16,40.947517,-73.868046
10701,899946,GFDC,License,LIL PANDA'S DAYCARE LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.942769,-73.897241
10703,682310,SACC,Registration,Healthy Kids Extended Day Program Inc.,Yonkers,Yonkers,0,0,0,110,0,110,40.96278,-73.878007
10703,27659,FDC,Registration,"Truss, Soisette",Yonkers,Yonkers,0,0,0,2,6,8,40.943233,-73.884857
10703,703238,SACC,Registration,The Neighbor Hood Kids Achievement Program,Yonkers,Yonkers,0,0,0,80,0,80,40.939252,-73.895143
10703,671824,GFDC,License,Blooming Roses Day Care Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.963394,-73.87987
10703,366749,GFDC,License,My Children's Day Care,Yonkers,Yonkers,0,0,0,4,12,16,40.956068,-73.882452
10703,652941,GFDC,License,"Padua, Sandra",Yonkers,Yonkers,0,0,0,4,12,16,40.947529,-73.890614
10703,675832,GFDC,License,"Zardoya, Laura",Yonkers,Yonkers,0,0,0,4,12,16,40.959434,-73.883944
10703,828525,FDC,Registration,Learning Launch Pad Inc.,Yonkers,Yonkers,0,0,0,2,6,8,40.956409,-73.883621
10703,700669,GFDC,License,1234 Playhouse Day Care Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.976171,-73.869907
10703,847532,GFDC,License,Dare to Dream Child Care Center LLC,Yonkers,Yonkers,0,0,0,4,12,16,,
10703,879160,GFDC,License,"Future Leaders & Beyond Daycare, INC.",Yonkers,Yonkers,0,0,0,4,12,16,40.94981,-73.886548
10703,787954,GFDC,License,Greenvale DayCare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.953869,-73.880639
10703,878494,DCC,License,Family Services of Westchester,Yonkers,Yonkers,0,0,165,0,0,165,40.94017,-73.890647
10703,364956,GFDC,License,Busy B'S Child Daycare Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.943814,-73.890888
10703,825719,GFDC,License,Kiddie's Choice,Yonkers,Yonkers,0,0,0,4,12,16,40.948652,-73.889646
10703,780880,SACC,Registration,Great Opportunities For Activities and Leadership,Yonkers,Yonkers,0,0,0,180,0,180,40.97301,-73.870879
10703,879234,GFDC,License,Rainbow Bright Group Family Daycare Corporation,Yonkers,Yonkers,0,0,0,4,12,16,40.958358,-73.875275
10703,44570,SACC,Registration,North Yonkers Preservation and Development Corp.,Yonkers,Yonkers,0,0,0,25,0,25,40.945618,-73.886636
10703,854993,GFDC,License,Little Bears Group Family Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.95301,-73.888188
10703,847327,GFDC,License,Gardens Day Care 3 Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.959025,-73.876379
10703,28622,GFDC,License,"Smith Loving Care, Inc",Yonkers,Yonkers,0,0,0,4,12,16,40.944071,-73.88985
10703,824361,GFDC,License,Learning Play Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.9528,-73.881717
10703,27477,FDC,Registration,Comfort Zone Family Day Care,Yonkers,Yonkers,0,0,0,2,5,7,40.948367,-73.88386
10703,912727,GFDC,License,Honey Bear Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.95747,-73.886722
10703,901338,GFDC,License,Future Leaders of NY Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.946772,-73.887671
10703,899472,GFDC,License,Lovely Children's Nest Group Family Day Care Inc,Yonkers,Yonkers,0,0,0,4,12,16,40.940563,-73.893451
10703,901910,GFDC,License,Ella's Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.950615,-73.884866
10703,917668,GFDC,License,VV'S GROWING & LEARNING DAYCARE CORP.,YONKERS,Yonkers,0,0,0,4,12,16,40.958354,-73.879192
10703,892547,GFDC,License,Family Daycare of Excellence,Yonkers,Yonkers,0,0,0,4,12,16,40.961166,-73.872855
10703,901280,GFDC,License,The Spring of Learning 2 Group Corp.,Yonkers,Yonkers,0,0,0,4,12,16,40.95044,-73.887733
10703,888286,GFDC,License,Elian Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.944635,-73.884313
10703,885182,GFDC,License,Sunflower Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.959434,-73.883944
10703,899733,GFDC,License,New Beginning Family Center LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.945515,-73.887665
10704,545980,GFDC,License,Nurturing Steps Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.926425,-73.871851
10704,736999,GFDC,License,"Perez, Samantha",Yonkers,Yonkers,0,0,0,4,12,16,40.920172,-73.871836
10704,700664,GFDC,License,"Little Ones Early Learning Day Care, INC.",Yonkers,Yonkers,0,0,0,4,12,16,40.919703,-73.871902
10704,722551,SACC,Registration,Smiley Faces DayCare  Center INC.,Yonkers,Yonkers,0,0,0,254,0,254,40.906881,-73.862266
10704,370223,GFDC,License,Little Me Daycare Center,Yonkers,Yonkers,0,0,0,4,12,16,40.906257,-73.86208
10704,844463,GFDC,License,Little Explorers Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.918883,-73.856034
10704,360734,GFDC,License,"Rodriguez, Rosa",Yonkers,Yonkers,0,0,0,4,12,16,40.916459,-73.851387
10704,463264,GFDC,License,Bright Little Minds Learning Center,Yonkers,Yonkers,0,0,0,4,12,16,40.91529,-73.858689
10704,858507,GFDC,License,"Gutierrez Perez, Braulia",Yonkers,Yonkers,0,0,0,4,12,16,40.927276,-73.850056
10704,832785,GFDC,License,Eli Daycare Corp.,Yonkers,Yonkers,0,0,0,4,12,16,40.917843,-73.855678
10704,797227,GFDC,License,Joyful Days Home Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.917019,-73.849256
10704,864478,GFDC,License,Blue Haven Day Care,Yonkers,Yonkers,0,0,0,4,12,16,40.908302,-73.865146
10704,599306,FDC,Registration,Little Schoolhouse Family Daycare,Yonkers,Yonkers,0,0,0,2,6,8,40.920315,-73.850164
10704,218792,GFDC,License,Kristina's Little Angels Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.919369,-73.858802
10704,371260,GFDC,License,"Little Dreamers Dream Big, LLC",Yonkers,Yonkers,0,0,0,4,12,16,40.918399,-73.851554
10704,771371,GFDC,License,Celtic Kids Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.918243,-73.85091
10704,733875,GFDC,License,Royalty Day Care,Yonkers,Yonkers,0,0,0,4,12,16,,
10704,466983,GFDC,License,Liss Child Care,Yonkers,Yonkers,0,0,0,4,12,16,40.925058,-73.862921
10704,909163,GFDC,License,Wonder Lab Day Care LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.927276,-73.850056
10704,910648,GFDC,License,Little Smiles daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.926078,-73.846596
10704,901120,GFDC,License,Mama Coco Daycare Family Group,Yonkers,Yonkers,0,0,0,4,12,16,40.903847,-73.869042
10704,909153,GFDC,License,Maripositas Group Family Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,40.921532,-73.865332
10704,890268,DCC,License,Stein Yeshiva of Lincoln Park,Yonkers,Yonkers,15,23,0,0,0,38,40.915592,-73.8734
10705,40572,DCC,License,Saint  Peter's Child Care Center Inc,Yonkers,Yonkers,0,0,157,0,0,157,40.925379,-73.902449
10705,841495,GFDC,License,Blessed Kiddies Daycare Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.918421,-73.899095
10705,842127,GFDC,License,"Mima Daycare, Inc",Yonkers,Yonkers,0,0,0,4,12,16,40.917188,-73.895963
10705,140142,GFDC,License,Lucy Home Group Corporation,Yonkers,Yonkers,0,0,0,2,12,14,40.919269,-73.902473
10705,675824,GFDC,License,Neni Day Care Inc.,Yonkers,Yonkers,0,0,0,4,12,16,,
10705,492772,GFDC,License,Lala's Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.917166,-73.895742
10705,803030,GFDC,License,Anabell's Group Family Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.917471,-73.895289
10705,882834,GFDC,License,Mundo Magico Day Care,Yonkers,Yonkers,0,0,0,4,12,16,40.918555,-73.897171
10705,847970,GFDC,License,TITI SUNSHINE CORP.,Yonkers,Yonkers,0,0,0,4,12,16,40.911128,-73.893552
10705,437632,GFDC,License,Ana's Group Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.915622,-73.897585
10705,21360,FDC,Registration,Landscape Happy Kids  INC,Yonkers,Yonkers,0,0,0,2,6,8,40.915442,-73.894961
10705,246818,GFDC,License,Rasconas Daycare Inc,Yonkers,Yonkers,0,0,0,4,12,16,40.915088,-73.880398
10705,757349,SACC,Registration,Healthy Kids Extended Day Program,Yonkers,Yonkers,0,0,0,95,0,95,40.916119,-73.903872
10705,43597,DCC,License,"Rising Ground, Inc.",Yonkers,Yonkers,0,0,124,0,0,124,40.916839,-73.905249
10705,831827,GFDC,License,Erika's Group Daycare,Yonkers,Yonkers,0,0,0,4,12,16,40.917471,-73.895289
10705,611174,SACC,Registration,Healthy Kids Extended Day Program,Yonkers,Yonkers,0,0,0,20,0,20,40.91015,-73.878876
10705,826907,GFDC,License,Pure Joy Group Family Daycare LLC,Yonkers,Yonkers,0,0,0,4,12,16,,
10705,585662,GFDC,License,Caterpillar Day Care Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.924793,-73.901147
10705,878210,GFDC,License,Nana Carmen Family Group Day Care Corp,Yonkers,Yonkers,0,0,0,4,12,16,40.919006,-73.898355
10705,341249,FDC,Registration,White House Family Day Care,Yonkers,Yonkers,0,0,0,2,6,8,,
10705,803921,GFDC,License,Special Moments Yonkers Daycare Inc.,Yonkers,Yonkers,0,0,0,4,12,16,40.923498,-73.897258
10705,724394,SACC,Registration,Family Service Society of Yonkers,Yonkers,Yonkers,0,0,0,170,0,170,40.922321,-73.900134
